"id","name","unit_name","nutrient_nbr","rank","drv","category"
"1371","Thearubigins","MG","756","21000.0",,"Other"
"1372","Flavanones, total","MG","757","21200.0",,"Other"
"1373","Eriodictyol","MG","758","21300.0",,"Other"
"1374","Hesperetin","MG","759","21400.0",,"Other"
"1375","Isosakuranetin","MG","760","21500.0",,"Other"
"1376","Liquiritigenin","MG","761","21600.0",,"Other"
"1377","Naringenin","MG","762","21700.0",,"Other"
"1378","Flavones, total","MG","768","21800.0",,"Other"
"1379","Apigenin","MG","770","21900.0",,"Other"
"1380","Chrysoeriol","MG","771","22000.0",,"Other"
"1381","Diosmetin","MG","772","22100.0",,"Other"
"1382","Luteolin","MG","773","22200.0",,"Other"
"1383","Nobiletin","MG","781","22300.0",,"Other"
"1384","Sinensetin","MG","782","22400.0",,"Other"
"1385","Tangeretin","MG","783","22500.0",,"Other"
"1386","Flavonols, total","MG","784","22600.0",,"Other"
"1387","Isorhamnetin","MG","785","22700.0",,"Other"
"1388","Kaempferol","MG","786","22800.0",,"Other"
"1389","Limocitrin","MG","787","22900.0",,"Other"
"1390","Myricetin","MG","788","23000.0",,"Other"
"1391","Quercetin","MG","789","23100.0",,"Other"
"1392","Theogallin","MG","790","21100.0",,"Other"
"2027","Proximate","G","200","999999.0",,"Other"
"2045","Proximates","G",951,"50.0",,"Other"
"2049","Daidzin","MG","717","19310.0",,"Other"
"2050","Genistin","MG","718","19320.0",,"Other"
"2051","Glycitin","MG","719","19330.0",,"Other"
"2057","Ergothioneine","MG",,"16255.0",,"Other"
"2069","Glutathione","MG","961","9000",,"Other"
"1337","ORAC, Lipophillic","UMOL_TE","707",,,"Other"
"1338","ORAC, Total","UMOL_TE","708",,,"Other"
"1339","Total Phenolics","MG_GAE","709",,,Other
"1393","Theaflavin -3,3' -digallate","MG","791",,,"Other"
"1394","Theaflavin -3' -gallate","MG","792",,,"Other"
"1395","Theaflavin -3 -gallate","MG","793",,,"Other"
"1396","(+) -Gallo catechin","MG","794",,,"Other"
"1397","(+)-Catechin 3-gallate","MG","795",,,"Other"
"1398","(+)-Gallocatechin 3-gallate","MG","796",,,Other
